Canal,Estado Reserva,Fecha,Id Reserva,Pais,Regimen Pension,Segmento,Tipo Deposito,Tipo Hab Asignada,Tipo Hab Reservada,Adr,Adultos,Antelacion Reserva,Bebes,Cancelado,fACTURACION,Niños,Noches Finde,Noches Semana,Parking,Tasa de Cancelacion,Vuelve
TA/TO,Check-Out,13/07/2015,8673,GBR,BB,Offline TA/TO,No Deposit,A,A,58.23,2,143,0,0,232.92,0,1,3,0,0,0
TA/TO,Check-Out,13/07/2015,8674,PRT,BB,Offline TA/TO,No Deposit,D,D,71.55,2,159,0,0,500.85,0,2,5,0,0,0
TA/TO,Check-Out,13/07/2015,8675,DEU,HB,Offline TA/TO,No Deposit,D,D,89.68,2,142,0,0,986.48,0,3,8,0,0,0
TA/TO,Check-Out,13/07/2015,10726,ESP,BB,Online TA,No Deposit,A,A,110.7,2,158,0,0,774.9,0,2,5,0,0,0
TA/TO,Check-Out,13/07/2015,12641,IRL,BB,Offline TA/TO,No Deposit,A,A,55.68,2,135,0,0,278.4,0,1,4,0,0,0
TA/TO,Check-Out,13/07/2015,12642,PRT,FB,Offline TA/TO,No Deposit,E,E,199.5,3,84,0,0,2194.5,0,3,8,1,0,0
TA/TO,Check-Out,13/07/2015,13864,CN,BB,Online TA,No Deposit,G,G,153,2,53,0,0,153,2,1,0,1,0,0
TA/TO,Check-Out,13/07/2015,14611,IRL,BB,Offline TA/TO,No Deposit,A,A,55.68,2,129,0,0,222.72,0,1,3,0,0,0
Corporate,Check-Out,13/07/2015,15849,PRT,HB,Corporate,No Deposit,A,A,100,2,84,0,0,200,0,1,1,1,0,0
TA/TO,Canceled,13/07/2015,15941,PRT,BB,Online TA,No Deposit,D,D,55.44,2,80,0,1,221.76,0,1,3,0,1,0
TA/TO,Check-Out,13/07/2015,17898,ROU,BB,Online TA,No Deposit,C,C,123,2,16,0,0,246,0,1,1,0,0,0
Direct,Canceled,13/07/2015,17908,PRT,BB,Direct,No Deposit,A,A,134,2,10,0,1,402,0,0,3,0,1,0
Direct,Canceled,13/07/2015,17911,PRT,BB,Direct,No Deposit,A,A,127.25,2,7,0,1,254.5,0,0,2,0,1,0
TA/TO,Canceled,13/07/2015,17953,PRT,BB,Online TA,No Deposit,E,E,123,2,74,0,1,861,0,2,5,0,1,0
TA/TO,Canceled,13/07/2015,17973,PRT,BB,Online TA,No Deposit,D,D,55.44,1,80,0,1,221.76,0,1,3,0,1,0
TA/TO,Check-Out,13/07/2015,18643,GBR,BB,Offline TA/TO,No Deposit,A,A,78.6,3,143,0,0,314.4,0,1,3,0,0,0
TA/TO,Canceled,14/07/2015,2052,PRT,HB,Offline TA/TO,No Deposit,A,A,200,2,7,0,1,2200,0,3,8,0,1,0
Direct,Check-Out,14/07/2015,3962,PRT,FB,Direct,No Deposit,F,F,197,2,30,0,0,788,0,2,2,0,0,0
Direct,Check-Out,14/07/2015,3963,PRT,FB,Direct,No Deposit,F,F,197,2,30,0,0,788,0,2,2,0,0,0
TA/TO,Canceled,14/07/2015,3981,PRT,HB,Offline TA/TO,No Deposit,A,A,200,2,7,0,1,2200,0,3,8,0,1,0
TA/TO,Canceled,14/07/2015,3996,PRT,BB,Online TA,No Deposit,A,A,153,2,46,0,1,612,0,2,2,0,1,0
TA/TO,Canceled,14/07/2015,4033,PRT,BB,Online TA,No Deposit,A,A,131,2,54,0,1,917,0,2,5,0,1,0
TA/TO,Check-Out,14/07/2015,5898,GBR,BB,Offline TA/TO,No Deposit,D,D,71.55,2,92,0,0,715.5,0,4,6,0,0,0
TA/TO,Check-Out,14/07/2015,5899,PRT,BB,Offline TA/TO,No Deposit,D,D,71.55,2,92,0,0,715.5,0,4,6,0,0,0
TA/TO,Check-Out,14/07/2015,5906,BEL,BB,Online TA,No Deposit,G,G,193,2,34,0,0,386,2,2,0,0,0,0
TA/TO,Canceled,14/07/2015,5927,PRT,BB,Online TA,No Deposit,A,A,112,2,23,0,1,336,0,1,2,0,1,0
TA/TO,Check-Out,14/07/2015,7892,IRL,BB,Offline TA/TO,No Deposit,D,D,79.5,2,54,0,0,556.5,0,2,5,0,0,0
TA/TO,Canceled,14/07/2015,7973,PRT,BB,Online TA,No Deposit,E,E,103.8,2,81,0,1,519,0,0,5,0,1,0
TA/TO,Check-Out,14/07/2015,9955,PRT,HB,Online TA,No Deposit,C,A,151,2,111,0,0,1208,0,3,5,0,0,0
TA/TO,Canceled,14/07/2015,9980,PRT,FB,Offline TA/TO,No Deposit,A,A,159.2,2,43,0,1,1114.4,0,2,5,0,1,0
TA/TO,Canceled,14/07/2015,9983,PRT,BB,Online TA,No Deposit,A,A,153,2,12,0,1,306,0,1,1,0,1,0
TA/TO,Check-Out,14/07/2015,13865,ESP,BB,Online TA,No Deposit,B,A,114.5,2,1,0,0,229,0,2,0,0,0,0
TA/TO,Canceled,14/07/2015,13941,PRT,BB,Online TA,No Deposit,E,E,103.8,2,81,0,1,519,0,0,5,0,1,0
TA/TO,Canceled,14/07/2015,15893,PRT,HB,Online TA,No Deposit,A,A,149.4,2,116,0,1,896.4,0,2,4,0,1,0
Direct,Check-Out,14/07/2015,17890,PRT,BB,Direct,No Deposit,E,E,77.96,2,113,0,0,467.76,0,2,4,1,0,0
TA/TO,Check-Out,14/07/2015,17893,SWE,BB,Online TA,No Deposit,A,A,75.46,2,14,0,0,377.3,0,2,3,1,0,0
TA/TO,Check-Out,14/07/2015,17899,PRT,BB,Online TA,No Deposit,F,E,123,2,54,0,0,369,0,2,1,0,0,0
Direct,Check-Out,15/07/2015,12,PRT,HB,Direct,No Deposit,C,C,165,2,21,2,0,825,0,2,3,1,0,0
TA/TO,Check-Out,15/07/2015,17,ITA,BB,Offline TA/TO,No Deposit,D,D,79.5,2,88,0,0,238.5,0,2,1,0,0,0
TA/TO,Check-Out,15/07/2015,2034,PRT,HB,Online TA,No Deposit,E,E,155,2,33,0,0,1085,0,2,5,0,0,0
Direct,Canceled,15/07/2015,2067,PRT,BB,Direct,No Deposit,C,C,177.14,2,74,0,1,1239.98,2,2,5,0,1,0
TA/TO,Check-Out,15/07/2015,3969,AUS,BB,Online TA,No Deposit,C,A,117.9,2,0,0,0,235.8,0,1,1,1,0,0
TA/TO,Canceled,15/07/2015,3990,PRT,BB,Online TA,No Deposit,A,A,149.7,2,18,0,1,449.1,0,1,2,0,1,0
TA/TO,Canceled,15/07/2015,6635,PRT,HB,Offline TA/TO,No Deposit,D,D,134.1,2,159,0,1,804.6,1,2,4,0,1,0
TA/TO,Check-Out,15/07/2015,7894,GBR,HB,Offline TA/TO,No Deposit,D,D,89.68,2,394,0,0,627.76,0,2,5,0,0,0
TA/TO,Check-Out,15/07/2015,7900,PRT,BB,Online TA,No Deposit,E,E,123,2,33,0,0,492,0,2,2,0,0,0
TA/TO,Canceled,15/07/2015,7950,PRT,BB,Online TA,No Deposit,A,A,129.15,2,44,0,1,516.6,0,0,4,0,1,0
TA/TO,Canceled,15/07/2015,10017,PRT,BB,Online TA,No Deposit,H,H,229,2,94,0,1,1603,0,2,5,0,1,0
Direct,Check-Out,15/07/2015,11896,PRT,BB,Direct,No Deposit,C,D,124.45,3,94,0,0,1244.5,0,4,6,1,0,0
TA/TO,Check-Out,15/07/2015,11902,CZE,BB,Online TA,No Deposit,E,E,123,2,33,0,0,492,0,2,2,0,0,0
TA/TO,Check-Out,15/07/2015,13860,PRT,BB,Offline TA/TO,No Deposit,D,D,63.6,2,82,0,0,636,0,4,6,1,0,0
TA/TO,Check-Out,15/07/2015,15853,ESP,BB,Online TA,No Deposit,A,A,82,2,98,0,0,164,0,1,1,0,0,0
TA/TO,Check-Out,15/07/2015,16627,POL,HB,Offline TA/TO,No Deposit,D,D,89.68,2,187,0,0,627.76,0,2,5,1,0,0
Direct,Check-Out,15/07/2015,17884,,BB,Direct,No Deposit,A,A,62,1,118,0,0,868,0,4,10,0,0,0
TA/TO,Check-Out,15/07/2015,17895,EST,BB,Online TA,No Deposit,G,G,149.4,2,35,0,0,747,2,2,3,0,0,0
TA/TO,Check-Out,15/07/2015,17901,ESP,BB,Online TA,No Deposit,C,A,73.8,2,109,0,0,147.6,0,1,1,0,0,0
TA/TO,Check-Out,16/07/2015,18,PRT,BB,Online TA,No Deposit,A,A,88.2,2,54,0,0,264.6,0,1,2,0,0,0
TA/TO,Check-Out,16/07/2015,2044,PRT,BB,Online TA,No Deposit,D,D,146,2,1,0,0,292,0,0,2,1,0,0
TA/TO,Check-Out,16/07/2015,2762,CHE,HB,Offline TA/TO,No Deposit,A,A,113.05,2,115,0,0,1243.55,0,4,7,0,0,0
TA/TO,Check-Out,16/07/2015,2763,GBR,BB,Offline TA/TO,No Deposit,A,A,88.4,1,134,0,0,618.8,0,2,5,0,0,0
TA/TO,Canceled,16/07/2015,3989,PRT,BB,Online TA,No Deposit,D,D,173,2,16,0,1,173,0,0,1,0,1,0
Corporate,Check-Out,16/07/2015,4697,PRT,BB,Corporate,No Deposit,C,A,508,2,1,0,0,508,0,0,1,1,0,1
TA/TO,Check-Out,16/07/2015,5904,GBR,HB,Offline TA/TO,No Deposit,E,E,134.73,2,366,0,0,943.11,0,2,5,0,0,0
TA/TO,Check-Out,16/07/2015,5907,FIN,BB,Online TA,No Deposit,E,E,107,2,60,1,0,428,0,2,2,0,0,0
Direct,Check-Out,16/07/2015,7889,PRT,HB,Direct,No Deposit,F,F,157.1,2,33,0,0,1571,0,3,7,0,0,0
TA/TO,Check-Out,16/07/2015,7890,GBR,HB,Offline TA/TO,No Deposit,D,D,91.37,2,97,0,0,913.7,0,3,7,0,0,0
TA/TO,Check-Out,16/07/2015,7899,ESP,BB,Online TA,No Deposit,A,A,120.6,2,44,0,0,603,0,2,3,0,0,0
TA/TO,Check-Out,16/07/2015,9956,GBR,BB,Offline TA/TO,No Deposit,D,D,63.86,2,100,0,0,638.6,0,3,7,0,0,0
TA/TO,Check-Out,16/07/2015,9958,GBR,BB,Offline TA/TO,No Deposit,A,A,93.6,2,90,0,0,655.2,0,2,5,0,0,0
Direct,Check-Out,16/07/2015,10727,PRT,HB,Direct,No Deposit,A,A,107.2,2,139,0,0,857.6,1,2,6,0,0,0
TA/TO,Check-Out,16/07/2015,11905,FRA,BB,Offline TA/TO,No Deposit,D,A,90.95,2,97,0,0,363.8,0,2,2,0,0,0
Direct,Check-Out,16/07/2015,11906,CN,BB,Direct,No Deposit,G,G,130.05,2,100,0,0,520.2,2,2,2,1,0,0
TA/TO,Canceled,16/07/2015,11934,PRT,BB,Online TA,No Deposit,G,G,233,2,24,0,1,233,2,0,1,0,1,0
Direct,Check-Out,16/07/2015,12644,PRT,HB,Direct,No Deposit,A,A,99.7,2,158,0,0,498.5,0,2,3,0,0,0
TA/TO,Check-Out,16/07/2015,13867,USA,BB,Online TA,No Deposit,E,D,110,2,42,0,0,330,0,1,2,1,0,0
TA/TO,Check-Out,16/07/2015,16628,GBR,BB,Offline TA/TO,No Deposit,D,D,104.55,2,127,0,0,1463.7,0,4,10,0,0,0
TA/TO,Check-Out,16/07/2015,16629,GBR,BB,Offline TA/TO,No Deposit,A,A,88.4,2,134,0,0,618.8,0,2,5,0,0,0
TA/TO,Check-Out,16/07/2015,17886,GBR,BB,Offline TA/TO,No Deposit,D,D,110.7,2,110,0,0,1217.7,0,4,7,0,0,0
Direct,Check-Out,16/07/2015,17891,IRL,BB,Direct,No Deposit,A,A,112,3,82,0,0,896,0,2,6,0,0,0
TA/TO,Check-Out,16/07/2015,17894,PRT,HB,Online TA,No Deposit,A,A,112,2,249,0,0,784,0,2,5,0,0,0
TA/TO,Check-Out,17/07/2015,9,DNK,BB,Online TA,No Deposit,E,E,130.1,3,100,0,0,1170.9,0,2,7,0,0,0
TA/TO,Canceled,17/07/2015,63,PRT,HB,Online TA,No Deposit,E,E,219.33,2,49,0,1,657.99,0,0,3,0,1,0
TA/TO,Check-Out,17/07/2015,786,GBR,BB,Offline TA/TO,No Deposit,D,D,104.55,2,151,0,0,731.85,0,2,5,0,0,0
TA/TO,Check-Out,17/07/2015,2037,PRT,HB,Online TA,No Deposit,E,E,144.43,2,78,0,0,1011.01,0,2,5,1,0,0
TA/TO,Check-Out,17/07/2015,2038,PRT,BB,Direct,No Deposit,A,A,90.67,2,304,1,0,544.02,0,2,4,0,0,0
Direct,Check-Out,17/07/2015,2046,PRT,FB,Groups,No Deposit,A,A,107,2,57,0,0,214,0,0,2,0,0,0
TA/TO,Canceled,17/07/2015,2129,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
Direct,Canceled,17/07/2015,2718,PRT,BB,Direct,No Deposit,L,L,8,2,0,0,1,8,0,0,1,0,1,0
TA/TO,Check-Out,17/07/2015,2764,GBR,HB,Offline TA/TO,No Deposit,D,D,128.35,2,237,0,0,513.4,0,1,3,0,0,0
TA/TO,Check-Out,17/07/2015,2765,NLD,BB,Offline TA/TO,No Deposit,A,A,90.95,2,185,0,0,1000.45,0,3,8,0,0,0
TA/TO,Check-Out,17/07/2015,3964,PRT,FB,Offline TA/TO,No Deposit,C,C,133.83,2,87,1,0,936.81,1,2,5,0,0,0
Direct,Check-Out,17/07/2015,3975,PRT,FB,Groups,No Deposit,C,A,98.75,2,57,0,0,197.5,0,0,2,0,0,0
TA/TO,Check-Out,17/07/2015,3976,USA,BB,Online TA,No Deposit,C,C,169,2,7,0,0,169,2,0,1,1,0,0
TA/TO,Check-Out,17/07/2015,3977,PRT,BB,Online TA,No Deposit,A,A,0,2,6,0,0,0,0,0,0,0,0,0
Direct,Check-Out,17/07/2015,5911,PRT,FB,Groups,No Deposit,A,A,107,2,57,0,0,214,0,0,2,0,0,0
Direct,Check-Out,17/07/2015,5912,PRT,FB,Groups,No Deposit,D,A,107,2,57,0,0,214,0,0,2,0,0,0
TA/TO,Canceled,17/07/2015,5994,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
TA/TO,Check-Out,17/07/2015,7896,GBR,HB,Online TA,No Deposit,F,F,125.54,2,34,0,0,878.78,1,2,5,0,0,0
TA/TO,Check-Out,17/07/2015,7897,GBR,HB,Online TA,No Deposit,D,D,95.27,2,34,0,0,666.89,1,2,5,0,0,0
TA/TO,Check-Out,17/07/2015,7898,GBR,HB,Online TA,No Deposit,F,F,108.83,2,34,0,0,761.81,0,2,5,0,0,0
TA/TO,Check-Out,17/07/2015,7905,ESP,HB,Online TA,No Deposit,D,D,149.4,2,34,0,0,747,0,2,3,1,0,0
Direct,Check-Out,17/07/2015,7907,PRT,FB,Groups,No Deposit,C,A,107,2,57,0,0,214,0,0,2,0,0,0
TA/TO,Canceled,17/07/2015,7980,PRT,BB,Online TA,No Deposit,A,A,73.35,2,75,0,1,146.7,0,1,1,0,1,0
TA/TO,Canceled,17/07/2015,7985,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
TA/TO,Check-Out,17/07/2015,8676,BRA,BB,Online TA,No Deposit,A,A,119.25,2,5,0,0,238.5,0,0,2,1,0,0
TA/TO,Check-Out,17/07/2015,9959,ESP,BB,Online TA,No Deposit,A,A,99.5,2,70,0,0,597,0,2,4,1,0,0
Direct,Check-Out,17/07/2015,9967,PRT,FB,Groups,No Deposit,C,A,98.75,2,57,0,0,197.5,0,0,2,0,0,0
TA/TO,Check-Out,17/07/2015,10728,PRT,BB,Online TA,No Deposit,G,G,169,2,237,0,0,676,0,1,3,0,0,0
TA/TO,Check-Out,17/07/2015,12645,GBR,BB,Online TA,No Deposit,E,A,106.5,2,62,0,0,213,0,0,2,0,0,0
TA/TO,Check-Out,17/07/2015,13866,IRL,BB,Online TA,No Deposit,H,H,196,2,8,0,0,980,2,2,3,0,0,0
Direct,Check-Out,17/07/2015,13868,PRT,FB,Groups,No Deposit,A,A,107,2,57,0,0,214,0,0,2,0,0,0
Direct,Check-Out,17/07/2015,13869,PRT,FB,Groups,No Deposit,E,A,94,1,57,0,0,188,0,0,2,0,0,0
TA/TO,Canceled,17/07/2015,13966,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
TA/TO,Canceled,17/07/2015,13967,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
TA/TO,Canceled,17/07/2015,13968,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
Direct,Check-Out,17/07/2015,15855,PRT,FB,Groups,No Deposit,A,A,0,1,57,0,0,0,0,0,2,0,0,0
Direct,Canceled,17/07/2015,15878,PRT,BB,Direct,No Deposit,C,C,207,1,27,0,1,828,1,0,4,0,1,0
TA/TO,Canceled,17/07/2015,15947,CN,BB,Groups,Non Refund,A,A,44.5,2,170,0,1,534,0,4,8,0,1,0
TA/TO,Check-Out,17/07/2015,17897,PRT,HB,Offline TA/TO,No Deposit,D,D,144.4,3,117,0,0,866.4,0,2,4,0,0,0
Direct,Check-Out,17/07/2015,17906,PRT,FB,Groups,No Deposit,A,A,107,2,57,0,0,214,0,0,2,0,0,0
TA/TO,Canceled,17/07/2015,17972,PRT,BB,Online TA,No Deposit,A,A,66.29,2,81,0,1,464.03,0,2,5,0,1,0
TA/TO,Check-Out,17/07/2015,18644,PRT,HB,Online TA,No Deposit,E,E,196,2,108,0,0,1176,0,2,4,0,0,0
Direct,Check-Out,18/07/2015,15,PRT,BB,Direct,No Deposit,A,A,113.9,2,110,0,0,797.3,0,2,5,0,0,0
TA/TO,Check-Out,18/07/2015,20,ESP,BB,Online TA,No Deposit,C,A,111.15,2,0,0,0,444.6,0,0,4,0,0,0
Direct,Check-Out,18/07/2015,2043,PRT,HB,Direct,No Deposit,E,E,163.8,3,109,0,0,819,0,1,4,0,0,0
Direct,Check-Out,18/07/2015,2766,PRT,BB,Direct,No Deposit,A,A,106.5,2,16,0,0,319.5,0,0,3,0,0,0
Direct,Check-Out,18/07/2015,4708,PRT,BB,Direct,No Deposit,E,A,124.5,2,0,0,0,249,0,0,2,0,0,0
TA/TO,Check-Out,18/07/2015,4709,HUN,BB,Online TA,No Deposit,D,A,115.5,2,94,0,0,231,0,0,2,1,0,0
TA/TO,Check-Out,18/07/2015,5905,PRT,BB,Online TA,No Deposit,E,E,129.29,2,33,0,0,905.03,0,2,5,1,0,0
TA/TO,Check-Out,18/07/2015,5910,PRT,BB,Online TA,No Deposit,A,A,107.2,2,101,0,0,536,0,1,4,0,0,0
Direct,Check-Out,18/07/2015,9969,PRT,BB,Direct,No Deposit,G,H,198,2,0,0,0,396,2,0,2,1,0,0
Direct,Check-Out,18/07/2015,11901,PRT,BB,Direct,No Deposit,C,C,159.75,3,11,0,0,1278,1,2,6,1,0,0
TA/TO,Canceled,18/07/2015,11914,PRT,HB,Online TA,No Deposit,C,C,168.3,2,37,0,1,1009.8,2,2,4,0,1,0
TA/TO,Check-Out,18/07/2015,12646,PRT,HB,Offline TA/TO,No Deposit,A,A,149.63,2,129,0,0,1047.41,1,2,5,0,0,0
TA/TO,Check-Out,18/07/2015,12647,PRT,BB,Offline TA/TO,No Deposit,E,E,131.2,2,29,0,0,131.2,0,0,1,0,0,0
TA/TO,Canceled,18/07/2015,13949,PRT,BB,Online TA,No Deposit,D,D,89.06,2,74,0,1,623.42,0,2,5,0,1,0
Direct,Check-Out,19/07/2015,24,PRT,BB,Direct,No Deposit,D,D,173,2,1,0,0,173,0,0,1,0,0,0
Direct,Check-Out,19/07/2015,25,PRT,FB,Direct,No Deposit,C,C,249,2,0,0,0,249,2,0,1,0,0,0
TA/TO,Check-Out,19/07/2015,2031,GBR,HB,Offline TA/TO,No Deposit,A,A,74.07,1,96,0,0,1036.98,0,4,10,0,0,0
TA/TO,Check-Out,19/07/2015,2767,PRT,HB,Online TA,No Deposit,A,A,159,2,98,0,0,477,0,0,3,1,0,0
TA/TO,Check-Out,19/07/2015,2768,ESP,BB,Online TA,No Deposit,A,A,102.65,2,6,0,0,307.95,0,0,3,1,0,0
TA/TO,Check-Out,19/07/2015,3965,BRA,BB,Offline TA/TO,No Deposit,D,D,123,2,48,0,0,861,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,3966,GBR,BB,Offline TA/TO,No Deposit,D,D,123,2,31,0,0,861,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,3972,FRA,BB,Online TA,No Deposit,A,A,98.5,2,72,0,0,591,0,1,5,0,0,0
TA/TO,Check-Out,19/07/2015,3978,PRT,BB,Offline TA/TO,No Deposit,F,D,123,2,48,0,0,246,0,0,2,0,0,0
TA/TO,Check-Out,19/07/2015,7903,PRT,BB,Offline TA/TO,No Deposit,E,E,119.25,2,116,0,0,834.75,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,7904,GBR,BB,Offline TA/TO,No Deposit,D,D,123,2,48,0,0,861,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,7909,ESP,BB,Online TA,No Deposit,D,A,121.33,2,19,0,0,363.99,0,0,3,0,0,0
TA/TO,Check-Out,19/07/2015,9963,GBR,BB,Offline TA/TO,No Deposit,A,A,78.84,2,81,0,0,551.88,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,9971,ESP,BB,Online TA,No Deposit,D,A,155.5,2,11,0,0,311,0,0,2,1,0,0
TA/TO,Check-Out,19/07/2015,10729,PRT,HB,Offline TA/TO,No Deposit,A,A,119.7,2,172,0,0,837.9,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,11903,GBR,BB,Online TA,No Deposit,A,A,132.29,2,12,0,0,926.03,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,11908,PRT,BB,Online TA,No Deposit,F,E,164,2,17,0,0,328,0,0,2,0,0,0
TA/TO,Check-Out,19/07/2015,11909,PRT,BB,Offline TA/TO,No Deposit,A,A,112,2,2,0,0,224,0,0,2,0,0,0
Direct,Check-Out,19/07/2015,11910,PRT,BB,Direct,No Deposit,D,D,144.5,2,1,0,0,289,0,0,2,0,0,0
TA/TO,Check-Out,19/07/2015,11911,PRT,BB,Online TA,No Deposit,E,A,120.6,2,15,0,0,241.2,0,0,2,0,0,0
TA/TO,Check-Out,19/07/2015,12648,PRT,BB,Online TA,No Deposit,D,D,147.67,2,2,0,0,443.01,0,0,3,1,0,0
TA/TO,Check-Out,19/07/2015,14612,GBR,HB,Offline TA/TO,No Deposit,A,A,110.5,2,162,0,0,773.5,0,2,5,0,0,0
TA/TO,Check-Out,19/07/2015,15852,PRT,FB,Offline TA/TO,No Deposit,A,A,117.22,2,90,1,0,820.54,0,2,5,1,0,0
TA/TO,Check-Out,19/07/2015,16630,ESP,BB,Online TA,No Deposit,C,A,125.5,2,3,0,0,251,0,0,2,0,0,0
TA/TO,Check-Out,19/07/2015,17902,PRT,HB,Offline TA/TO,No Deposit,C,D,153,1,32,0,0,918,0,1,5,0,0,0
Direct,Check-Out,19/07/2015,17907,ESP,BB,Direct,No Deposit,D,D,184,2,10,0,0,552,0,0,3,1,0,0
Direct,Check-Out,19/07/2015,17910,PRT,BB,Direct,No Deposit,F,A,127.25,2,7,0,0,254.5,0,0,2,0,0,0
TA/TO,Check-Out,20/07/2015,26,PRT,BB,Online TA,No Deposit,A,A,120.6,2,19,0,0,120.6,0,1,0,1,0,0
TA/TO,Check-Out,20/07/2015,2047,DEU,BB,Online TA,No Deposit,A,A,126.3,2,13,0,0,378.9,0,1,2,0,0,0
Direct,Canceled,20/07/2015,2074,PRT,BB,Direct,No Deposit,A,A,134,2,74,0,1,268,0,0,2,0,1,0
TA/TO,Check-Out,20/07/2015,3957,ITA,BB,Offline TA/TO,No Deposit,D,D,110.7,2,90,0,0,1549.8,0,4,10,0,0,0
Direct,Check-Out,20/07/2015,3973,PRT,FB,Direct,No Deposit,D,D,184.6,2,118,0,0,1292.2,0,2,5,0,0,0
TA/TO,Check-Out,20/07/2015,3980,MOZ,BB,Online TA,No Deposit,A,A,118.5,2,91,0,0,355.5,1,1,2,0,0,0
TA/TO,Canceled,20/07/2015,4049,PRT,BB,Online TA,No Deposit,A,A,69.5,2,80,0,1,278,0,1,3,0,1,0
TA/TO,Check-Out,20/07/2015,4710,GBR,HB,Offline TA/TO,No Deposit,A,A,113.05,2,131,0,0,791.35,0,2,5,0,0,0
TA/TO,Check-Out,20/07/2015,5908,ESP,BB,Online TA,No Deposit,G,G,175.71,2,47,0,0,1229.97,0,2,5,0,0,0
TA/TO,Check-Out,20/07/2015,5913,PRT,BB,Online TA,No Deposit,F,A,75.44,2,63,0,0,301.76,0,1,3,0,0,0
TA/TO,Check-Out,20/07/2015,6636,USA,BB,Online TA,No Deposit,D,D,135,1,41,0,0,540,0,1,3,0,0,0
TA/TO,Check-Out,20/07/2015,7891,GBR,BB,Offline TA/TO,No Deposit,A,A,93.6,2,111,0,0,1310.4,0,4,10,0,0,0
TA/TO,Check-Out,20/07/2015,7906,PRT,HB,Direct,No Deposit,G,H,230.67,2,317,0,0,1384.02,2,1,5,1,0,0
TA/TO,Check-Out,20/07/2015,7910,GBR,BB,Online TA,No Deposit,D,A,126.3,2,8,0,0,378.9,0,1,2,0,0,0
Direct,Check-Out,20/07/2015,8678,PRT,BB,Direct,No Deposit,D,A,98,2,0,0,0,98,0,1,0,0,0,0
TA/TO,Check-Out,20/07/2015,9964,GBR,BB,Online TA,No Deposit,A,A,100.86,2,91,0,0,706.02,0,2,5,0,0,0
TA/TO,Check-Out,20/07/2015,9972,PRT,HB,Online TA,No Deposit,E,E,192,2,38,0,0,576,1,1,2,0,0,0
TA/TO,Canceled,20/07/2015,10033,PRT,BB,Online TA,No Deposit,A,A,113.43,1,47,0,1,794.01,0,2,5,0,1,0
TA/TO,Check-Out,20/07/2015,11912,ESP,BB,Online TA,No Deposit,D,D,135,2,38,0,0,405,0,1,2,0,0,0
TA/TO,Check-Out,20/07/2015,11913,IRL,BB,Offline TA/TO,No Deposit,D,A,96.3,2,315,0,0,288.9,0,1,2,0,0,0
TA/TO,Canceled,20/07/2015,11951,PRT,BB,Online TA,No Deposit,A,A,118.7,2,71,0,1,1068.3,0,2,7,0,1,0
TA/TO,Canceled,20/07/2015,13952,PRT,BB,Online TA,No Deposit,A,A,66.29,2,81,0,1,464.03,0,2,5,0,1,0
TA/TO,Check-Out,20/07/2015,14613,ESP,BB,Offline TA/TO,No Deposit,A,A,92,2,41,0,0,92,0,1,0,0,0,0
TA/TO,Check-Out,20/07/2015,14614,ESP,BB,Online TA,No Deposit,D,D,139.75,2,17,0,0,559,0,1,3,1,0,0
TA/TO,Canceled,20/07/2015,17934,PRT,BB,Online TA,No Deposit,D,D,211,2,31,0,1,422,0,0,2,0,1,0
TA/TO,Canceled,20/07/2015,17967,PRT,BB,Online TA,No Deposit,A,A,81.5,2,65,0,1,489,0,2,4,0,1,0
TA/TO,Check-Out,21/07/2015,2048,ESP,BB,Online TA,No Deposit,F,D,147.67,2,19,0,0,443.01,0,2,1,0,0,0
TA/TO,Canceled,21/07/2015,2108,PRT,BB,Online TA,No Deposit,E,E,99,2,102,0,1,594,0,2,4,0,1,0
TA/TO,Check-Out,21/07/2015,3958,IRL,HB,Offline TA/TO,No Deposit,D,D,126.65,2,112,0,0,1773.1,0,4,10,0,0,0
TA/TO,Check-Out,21/07/2015,3974,ESP,HB,Online TA,No Deposit,A,A,168.57,2,8,0,0,1179.99,0,2,5,0,0,0
TA/TO,Canceled,21/07/2015,4007,PRT,HB,Offline TA/TO,No Deposit,A,A,135,2,68,0,1,945,0,2,5,0,1,0
TA/TO,Check-Out,21/07/2015,5916,PRT,BB,Offline TA/TO,No Deposit,C,A,123,1,14,0,0,123,0,1,0,0,0,0
TA/TO,Canceled,21/07/2015,5971,PRT,BB,Online TA,No Deposit,D,D,89,2,94,0,1,534,0,1,5,0,1,0
